year,LON,LAT,date,daysFromStart,T2M,T2M_MAX,T2M_MIN,PRECTOT,WS2M,RH2M,T2MDEW,n,N,RTA,SPV,VPD,ETP,PETP,GDD,FRUE,T2M_RANGE,Elevation,dap
2020,-93.175521,44.993053,2020-07-30,85,20.71,25.87,14.89,0,1.43,73.81,15.48,9.29,14.779,38.449,0.14785816,0.75571006,11.3546579,-11.354658,11.38,0.66941176,10.98,281,84
2020,-93.175521,44.993053,2020-07-31,86,21.47,27.18,14.06,0,0.77,66.94,14.51,13.78,14.74,38.283,0.14978335,0.95168411,12.3737767,-12.373777,11.62,0.68352941,13.12,281,85
2020,-93.175521,44.993053,2020-08-01,87,21.24,26.15,14.81,1.7,1.2,75.19,16.31,6.665,14.7,38.114,0.14865777,0.68335297,8.88822149,-7.1882215,11.48,0.67529412,11.34,281,86
2020,-93.175521,44.993053,2020-08-02,88,17.93,22.27,13.34,0.29,2.37,76.38,13.38,8.242,14.66,37.941,0.12848519,0.57415393,9.96416635,-9.6741663,8.805,0.51794118,8.93,281,87
2020,-93.175521,44.993053,2020-08-03,89,16.82,21.1,11.94,0.01,1.06,70.06,11.05,8.354,14.62,37.765,0.11965203,0.63256946,9.79960992,-9.7896099,7.52,0.44235294,9.16,281,88
2020,-93.175521,44.993053,2020-08-04,90,18.38,23.8,12.2,0,0.9,63.88,11,12.264,14.578,37.585,0.12987275,0.87198357,11.5115576,-11.511558,9,0.52941176,11.6,281,89
2021,-93.175533,44.992647,2021-05-06,1,9.1,16.16,1.16,0.53,2.35,62.06,1.01,9.243,14.44,37.728,0.07606273,0.59343901,9.65487023,-9.1248702,3.58,-0.02,15,281,0
2021,-93.175533,44.992647,2021-05-07,2,7.58,13.6,1.83,1.66,2.16,64.25,0.38,15.47,14.483,37.907,0.07187992,0.49942422,11.155802,-9.495802,2.3,-0.0755882,11.77,281,1
2021,-93.175533,44.992647,2021-05-08,3,7.65,12.84,-0.22,0.02,1.43,62.69,0.15,3.212,14.526,38.082,0.06602519,0.42411412,5.55649875,-5.5364987,1.92,-0.1582353,13.06,281,2
2021,-93.175533,44.992647,2021-05-09,4,9.33,16.3,2.81,0.05,2.21,60.62,1.3,9.788,14.569,38.254,0.08021422,0.62943127,10.445833,-10.395833,3.65,0.03264706,13.49,281,3
2021,-93.175533,44.992647,2021-05-10,5,7.18,11.89,2.61,0.14,1.96,57.94,-1.09,6.285,14.61,38.423,0.06989497,0.50070588,8.59268681,-8.4526868,1.445,-0.1029412,9.28,281,4
2021,-93.175533,44.992647,2021-05-11,6,9.83,16.35,2.03,0,0.97,47.38,-1.55,16.87,14.652,38.588,0.07849838,0.73798425,11.9427487,-11.942749,3.675,0.01117647,14.32,281,5
2021,-93.175533,44.992647,2021-05-12,7,12.3,19.98,2.16,0.02,1.21,46.81,0.19,14.749,14.692,38.749,0.08768268,0.90524776,11.7901397,-11.77014,5.49,0.12176471,17.82,281,6
2021,-93.175533,44.992647,2021-05-13,8,14.01,21.23,6.01,0,2.25,50.12,2.9,12.818,14.733,38.906,0.1015928,0.9766206,11.6387353,-11.638735,6.115,0.27176471,15.22,281,7
2021,-93.175533,44.992647,2021-05-14,9,13.12,18.58,8.69,0.28,2.37,62.75,5.76,1.588,14.772,39.059,0.10167987,0.71264632,4.3667956,-4.0867956,4.79,0.27264706,9.89,281,8
2021,-93.175533,44.992647,2021-05-15,10,14.37,20.37,7.39,5.37,1.11,79.88,10.63,9.202,14.811,39.209,0.10311106,0.42990223,10.6592084,-5.2892084,5.685,0.28705882,12.98,281,9
2021,-93.175533,44.992647,2021-05-16,11,15.99,22.05,8.15,0.25,1.39,75.19,11.15,3.671,14.849,39.355,0.11049559,0.54201052,8.80779766,-8.5577977,6.525,0.35882353,13.9,281,10
2021,-93.175533,44.992647,2021-05-17,12,18.26,25.13,10.37,0.03,1.57,68.94,11.66,12.024,14.887,39.497,0.1280961,0.85411136,12.0468287,-12.016829,8.75,0.51470588,14.76,281,11
2021,-93.175533,44.992647,2021-05-18,13,17.8,24.07,11.81,2.03,2.84,78.75,13.69,3.629,14.923,39.636,0.12944446,0.62403461,5.39859134,-3.3685913,8.94,0.52588235,12.26,281,12
2021,-93.175533,44.992647,2021-05-19,14,19.34,23.94,14.39,5.84,1.95,87.81,17.12,1.663,14.96,39.77,0.13842992,0.35382604,5.63328916,0.20671084,10.165,0.59794118,9.55,281,13
2021,-93.175533,44.992647,2021-05-20,15,20.08,23.11,17.86,20.87,2.25,91.5,18.62,1.383,14.995,39.9,0.14869784,0.29119076,4.87894476,15.9910552,11.485,0.67558824,5.25,281,14
2021,-93.175533,44.992647,2021-05-21,16,21.33,25.57,18.3,14.6,2.02,87.62,19.06,4.889,15.03,40.027,0.16071222,0.4844427,7.88273581,6.71726419,12.935,0.76088235,7.27,281,15
2021,-93.175533,44.992647,2021-05-22,17,23.36,29.21,17.83,2.35,2.17,78.69,19.04,6.442,15.063,40.149,0.17477316,0.84537802,9.80334291,-7.4533429,14.52,0.85411765,11.38,281,16
2021,-93.175533,44.992647,2021-05-23,18,22.1,26.96,17.47,8.42,1.33,86.31,19.53,4.922,15.096,40.268,0.16312423,0.50546605,8.53976947,-0.1197695,13.215,0.77735294,9.49,281,17
2021,-93.175533,44.992647,2021-05-24,19,22.6,27.03,16.89,4.56,2.21,81.19,18.97,6.152,15.129,40.382,0.16092635,0.55463921,9.89656159,-5.3365616,12.96,0.76235294,10.14,281,18
2021,-93.175533,44.992647,2021-05-25,20,22.23,28.19,16.19,1.8,2.96,66.19,14.75,11.973,15.16,40.493,0.16290764,1.15308107,12.4483675,-10.648367,13.19,0.77588235,12,281,19
2021,-93.175533,44.992647,2021-05-26,21,14.02,18.33,9.87,0.1,2.58,55.69,5.01,12.406,15.19,40.6,0.10441077,0.78931043,12.2809648,-12.180965,5.1,0.3,8.46,281,20
2021,-93.175533,44.992647,2021-05-27,22,7.03,10.51,3.53,26.6,3.09,84.44,4.57,1.01,15.22,40.702,0.06893063,0.18217832,2.30040427,24.2995957,0.755,-0.1164706,6.98,281,21
2021,-93.175533,44.992647,2021-05-28,23,9.08,16.15,0.84,0.01,2.03,59.62,0.87,12.536,15.249,40.8,0.07531777,0.59188,11.0094316,-10.999432,3.575,-0.0297059,15.31,281,22
2021,-93.175533,44.992647,2021-05-29,24,11.87,18.44,2.93,0.04,1.59,59.75,3.41,10.99,15.276,40.895,0.08573074,0.65777574,11.9670936,-11.927094,4.72,0.09911765,15.51,281,23
2021,-93.175533,44.992647,2021-05-30,25,12.41,16.12,9.23,2.17,1.91,80.31,9.13,1.62,15.303,40.985,0.09623363,0.34095258,4.07305385,-1.9030539,3.675,0.21617647,6.89,281,24
2021,-93.175533,44.992647,2021-05-31,26,16.57,23.99,8.89,0.09,1.6,69.69,10.27,13.601,15.329,41.071,0.11911959,0.81045798,12.6919282,-12.601928,7.495,0.43764706,15.1,281,25
2021,-93.175533,44.992647,2021-06-01,27,18.75,25.46,9.94,0,0.73,56.19,9.12,14.069,15.354,41.153,0.12774326,1.08189041,13.3126113,-13.312611,8.7,0.51176471,15.52,281,26
2021,-93.175533,44.992647,2021-06-02,28,20.17,27.46,12.08,0.07,1.46,62.06,12.12,7.616,15.378,41.231,0.14305894,1.12260055,10.0980247,-10.028025,10.77,0.63352941,15.38,281,27
2021,-93.175533,44.992647,2021-06-03,29,23.18,30.35,15.8,0.06,1.88,56.19,13.61,7.644,15.401,41.304,0.17072455,1.50344858,11.7985861,-11.738586,14.075,0.82794118,14.55,281,28
2021,-93.175533,44.992647,2021-06-04,30,26.05,33.76,17.52,0,2.37,58,16.51,15.708,15.422,41.374,0.19519088,1.74712398,13.9713104,-13.97131,16.64,0.97882353,16.24,281,29
2021,-93.175533,44.992647,2021-06-05,31,28.05,35.48,21.02,0.14,2.51,56.25,18.19,12.551,15.443,41.439,0.223052,2.04297688,13.5210513,-13.381051,19.25,1,14.46,281,30
2021,-93.175533,44.992647,2021-06-06,32,26.35,31.72,20.72,0.02,3.06,63.31,18.44,13.041,15.463,41.5,0.20111437,1.44047067,13.5973289,-13.577329,17.22,1,11,281,31
2021,-93.175533,44.992647,2021-06-07,33,27.18,32.13,21.92,0.15,1.7,68.38,20.64,11.597,15.481,41.557,0.20958588,1.27786034,12.7592096,-12.60921,18.025,1,10.21,281,32
2021,-93.175533,44.992647,2021-06-08,34,27.93,34.28,20.62,0.7,0.94,67.94,20.87,10.76,15.498,41.61,0.21417813,1.44888471,12.7314533,-12.031453,18.45,1,13.66,281,33
2021,-93.175533,44.992647,2021-06-09,35,27.48,33.14,22.03,0.7,1.16,69.88,21.01,10.555,15.515,41.658,0.21565443,1.37069827,12.8003516,-12.100352,18.585,1,11.11,281,34
2021,-93.175533,44.992647,2021-06-10,36,28.65,35.08,22.27,0.74,1.37,64.94,20.87,12.188,15.53,41.703,0.22789052,1.70040228,13.2412322,-12.501232,19.675,1,12.81,281,35
2021,-93.175533,44.992647,2021-06-11,37,26.08,32.1,18.45,0.95,1.97,66.88,19.23,5.239,15.544,41.743,0.19153902,1.22325122,9.57723285,-8.6272329,16.275,0.95735294,13.65,281,36
2021,-93.175533,44.992647,2021-06-12,38,21.83,28.16,15.22,0,1.96,50.69,10.29,16.984,15.557,41.779,0.1586265,1.52038905,14.2580891,-14.258089,12.69,0.74647059,12.94,281,37
2021,-93.175533,44.992647,2021-06-13,39,24.37,33.5,16.44,0,2.02,44.88,10.81,15.486,15.568,41.81,0.18853175,2.22518707,14.1237384,-14.123738,15.97,0.93941176,17.06,281,38
2021,-93.175533,44.992647,2021-06-14,40,22.23,28.98,14.14,0,1.75,56,11.94,15.58,15.579,41.838,0.15752911,1.41004773,14.0932413,-14.093241,12.56,0.73882353,14.84,281,39
2021,-93.175533,44.992647,2021-06-15,41,21.4,27.73,13.92,0,1.47,61.75,13.01,15.658,15.588,41.861,0.15144453,1.15682909,13.8240749,-13.824075,11.825,0.69558824,13.81,281,40
2021,-93.175533,44.992647,2021-06-16,42,23.51,31.22,13.78,0,1.48,57.88,13.61,13.187,15.596,41.88,0.16561063,1.50390453,13.5538017,-13.553802,13.5,0.79411765,17.44,281,41
2021,-93.175533,44.992647,2021-06-17,43,25.12,32.17,20.52,2.03,1.55,61,16.84,4.574,15.603,41.894,0.2024106,1.68940611,8.57080423,-6.5408042,17.345,1,11.65,281,42
2021,-93.175533,44.992647,2021-06-18,44,23.67,30.6,15.98,0.02,1.7,45.88,10.33,15.889,15.608,41.905,0.17267063,1.84818551,14.1931175,-14.173118,14.29,0.84058824,14.62,281,43
2021,-93.175533,44.992647,2021-06-19,45,21.26,26.35,14.8,0.14,1.55,52.81,10.8,12.471,15.612,41.911,0.14942077,1.26215913,13.2218472,-13.081847,11.575,0.68088235,11.55,281,44
2021,-93.175533,44.992647,2021-06-20,46,18.32,22.57,13.65,18.21,2.05,76.75,14.07,1.907,15.615,41.913,0.13066106,0.54402555,4.82742464,13.3825754,9.11,0.53588235,8.92,281,45
2021,-93.175533,44.992647,2021-06-21,47,14.55,18.83,9.77,0.03,2.67,58.31,5.94,9.342,15.617,41.911,0.10560439,0.7604233,11.3280002,-11.298,5.3,0.31176471,9.06,281,46
2021,-93.175533,44.992647,2021-06-22,48,17.05,24.15,8.87,0,0.88,49.88,5.68,13.514,15.618,41.904,0.11958537,1.1598207,13.0434845,-13.043484,7.575,0.44176471,15.28,281,47
2021,-93.175533,44.992647,2021-06-23,49,22.28,30.19,12.5,0.14,1.79,64.38,14.67,13.148,15.617,41.893,0.15572826,1.20001324,13.3222082,-13.182208,12.345,0.72617647,17.69,281,48
2021,-93.175533,44.992647,2021-06-24,50,23.76,29.14,17.7,1.17,1.75,70.38,17.47,3.576,15.615,41.878,0.17385638,1.0355514,9.51661951,-8.3466195,14.42,0.84823529,11.44,281,49
2021,-93.175533,44.992647,2021-06-25,51,22.79,29.29,15.37,0,1.62,59.19,13.76,6.079,15.612,41.859,0.16412369,1.33592735,11.705187,-11.705187,13.33,0.78411765,13.92,281,50
2021,-93.175533,44.992647,2021-06-26,52,21.42,25.05,18,9.7,1.45,83.5,18.42,0.963,15.608,41.835,0.15723475,0.50146094,2.92252716,6.77747284,12.525,0.73676471,7.05,281,51
2021,-93.175533,44.992647,2021-06-27,53,21.98,26.8,16.17,4.66,0.77,74.12,16.66,5.744,15.603,41.808,0.15689892,0.78452646,9.78817371,-5.1281737,12.485,0.73441176,10.63,281,52
2021,-93.175533,44.992647,2021-06-28,54,22.9,28.48,16.3,1.81,0.87,73.56,17.43,6.07,15.596,41.776,0.1646472,0.87894936,8.71160845,-6.9016084,13.39,0.78764706,12.18,281,53
2021,-93.175533,44.992647,2021-06-29,55,23.26,27.4,18.11,6.46,1.03,72.75,17.68,8.373,15.588,41.74,0.16786235,0.84123557,11.472259,-5.012259,13.755,0.80911765,9.29,281,54
2021,-93.175533,44.992647,2021-06-30,56,24,29.62,16.26,0.04,1.11,57.38,14.42,12.942,15.579,41.699,0.16951207,1.35733487,13.0018981,-12.961898,13.94,0.82,13.36,281,55
2021,-93.175533,44.992647,2021-07-01,57,24.35,30.3,18.08,0.01,1.41,57,14.94,6.731,15.568,41.655,0.18102144,1.49669089,10.7713874,-10.761387,15.19,0.89352941,12.22,281,56
2021,-93.175533,44.992647,2021-07-02,58,23.01,29.24,14.7,0,0.95,55.88,12.52,12.915,15.557,41.606,0.16101207,1.41569593,13.2366576,-13.236658,12.97,0.76294118,14.54,281,57
2021,-93.175533,44.992647,2021-07-03,59,24.74,32.05,16.51,0,1.26,51.94,13.44,7.612,15.544,41.554,0.18187493,1.78181174,11.7553251,-11.755325,15.28,0.89882353,15.54,281,58
2021,-93.175533,44.992647,2021-07-04,60,28.02,35.62,19.51,0.01,2.56,57.44,18.22,10.722,15.53,41.497,0.21543518,1.95048959,12.9658274,-12.955827,18.565,1,16.11,281,59
2021,-93.175533,44.992647,2021-07-05,61,27.56,33.52,21.16,0.06,1.54,56.69,17.59,11.84,15.515,41.436,0.21298152,1.83370685,13.2240642,-13.164064,18.34,1,12.36,281,60
2021,-93.175533,44.992647,2021-07-06,62,23.37,29.15,14.24,11.21,1.43,73.12,17.97,1.532,15.499,41.37,0.15866883,0.77197803,5.3061434,5.9038566,12.695,0.74676471,14.91,281,61
2021,-93.175533,44.992647,2021-07-07,63,17.64,23.44,12.09,0.35,2.09,68.06,11.26,4.221,15.482,41.301,0.12820212,0.8123934,6.95733263,-6.6073326,8.765,0.51558824,11.35,281,62
2021,-93.175533,44.992647,2021-07-08,64,17.85,24.17,10.64,0.01,0.95,62.5,10.04,5.183,15.463,41.228,0.1256782,0.91677704,8.86965957,-8.8596596,8.405,0.49441176,13.53,281,63
2021,-93.175533,44.992647,2021-07-09,65,21.23,27.36,14.58,0.11,1.27,67.5,14.55,2.631,15.444,41.15,0.15262889,0.99396126,6.67225122,-6.5622512,11.97,0.70411765,12.78,281,64
2021,-93.175533,44.992647,2021-07-10,66,21.04,26.35,16.62,0.18,1.2,72.31,15.33,2.61,15.423,41.068,0.15689892,0.91963971,7.49637402,-7.316374,12.485,0.73441176,9.73,281,65
2021,-93.175533,44.992647,2021-07-11,67,22.88,29.73,15.05,0,1.41,57.5,13.18,11.038,15.402,40.983,0.1646472,1.42877485,12.2223237,-12.222324,13.39,0.78764706,14.68,281,66
2021,-93.175533,44.992647,2021-07-12,68,22.37,29.55,14.33,0,1.17,58,12.4,11.459,15.379,40.893,0.16075503,1.4439293,12.5886079,-12.588608,12.94,0.76117647,15.22,281,67
2021,-93.175533,44.992647,2021-07-13,69,24.13,31.19,15.79,3.21,1.4,61.56,15.54,8.747,15.355,40.799,0.1744977,1.40213763,11.4856363,-8.2756363,14.49,0.85235294,15.4,281,68
2021,-93.175533,44.992647,2021-07-14,70,20.82,25.8,15.84,18.02,1.58,83.12,17.71,0.806,15.331,40.702,0.15140383,0.53417435,2.26761731,15.7523827,11.82,0.69529412,9.96,281,69
2021,-93.175533,44.992647,2021-07-15,71,21.89,27.74,14.48,0.09,1.01,64.56,13.86,9.873,15.305,40.6,0.15377983,1.10190918,11.7360731,-11.646073,12.11,0.71235294,13.26,281,70
2021,-93.175533,44.992647,2021-07-16,72,23.38,29.43,16.83,0,0.86,54.38,13.15,10.194,15.278,40.494,0.17122061,1.49904579,12.0150423,-12.015042,14.13,0.83117647,12.6,281,71
2021,-93.175533,44.992647,2021-07-17,73,23.99,30.46,17.81,0,0.83,57.25,14.33,11.79,15.251,40.385,0.18050152,1.564671,12.5313782,-12.531378,15.135,0.89029412,12.65,281,72
2021,-93.175533,44.992647,2021-07-18,74,23.98,31.1,16.43,0,0.79,57.44,13.89,8.868,15.222,40.271,0.17703654,1.60625049,11.4826532,-11.482653,14.765,0.86852941,14.67,281,73
2021,-93.175533,44.992647,2021-07-19,75,24.24,31.49,16.41,0,1.2,55.25,13.77,7.772,15.193,40.154,0.17876195,1.66799609,10.9554472,-10.955447,14.95,0.87941176,15.08,281,74
2021,-93.175533,44.992647,2021-07-20,76,24.96,31.23,18.93,0,1.51,61,16.43,5.488,15.163,40.032,0.18961172,1.50090382,9.64424908,-9.6442491,16.08,0.94588235,12.3,281,75
2021,-93.175533,44.992647,2021-07-21,77,22.48,27.84,18.14,0.06,1.77,71.94,16.99,2.548,15.132,39.907,0.16996029,0.97700958,7.06264478,-7.0026448,13.99,0.82294118,9.7,281,76
2021,-93.175533,44.992647,2021-07-22,78,25.49,30.73,18.86,1.19,1.86,67.19,18.34,3.853,15.1,39.778,0.18682431,1.192567,7.5657598,-6.3757598,15.795,0.92911765,11.87,281,77
2021,-93.175533,44.992647,2021-07-23,79,28.77,36.81,21.11,2.07,2.2,56.06,18.21,6.848,15.067,39.646,0.23118429,2.26553915,10.0456804,-7.9756804,19.96,1,15.7,281,78
2021,-93.175533,44.992647,2021-07-24,80,25.67,31.53,19.65,6.13,2.1,61.19,16.37,11.492,15.034,39.509,0.19468719,1.59726006,12.2575786,-6.1275786,16.59,0.97588235,11.88,281,79
2021,-93.175533,44.992647,2021-07-25,81,24.87,32.92,16.08,0,1.57,46.62,11.51,11.506,14.999,39.369,0.18397553,2.05965737,12.2490916,-12.249092,15.5,0.91176471,16.84,281,80
2021,-93.175533,44.992647,2021-07-26,82,27.02,34.99,19.58,0.57,1.77,52.06,15.66,3.285,14.964,39.225,0.21238532,2.16963053,8.03490455,-7.4649045,18.285,1,15.41,281,81
2021,-93.175533,44.992647,2021-07-27,83,28.24,35.85,21.52,0.44,1.16,56.5,18.36,7.232,14.929,39.077,0.22800542,2.11867475,10.6940941,-10.254094,19.685,1,14.33,281,82
2021,-93.175533,44.992647,2021-07-28,84,27.94,35.29,22.38,10.03,2.27,74.81,22.4,3.164,14.892,38.925,0.22973477,1.50048093,6.89362437,3.13637563,19.835,1,12.91,281,83
2021,-93.175533,44.992647,2021-07-29,85,24.59,29.48,18.62,1.72,1.75,69.06,17.84,8.154,14.855,38.77,0.1797005,1.08863685,10.4714978,-8.7514978,15.05,0.88529412,10.86,281,84
2021,-93.175533,44.992647,2021-07-30,86,21.79,27.05,17.29,0.01,0.92,62.56,13.47,2.521,14.817,38.611,0.16273454,1.23023486,5.85752953,-5.8475295,13.17,0.77470588,9.76,281,85
2021,-93.175533,44.992647,2021-07-31,87,22.45,29.88,15.23,0.01,1.89,60.62,13.24,9.068,14.779,38.449,0.16609412,1.45086019,10.8271865,-10.817186,13.555,0.79735294,14.65,281,86
2021,-93.175533,44.992647,2021-08-01,88,20.81,26.91,14.62,0,1.71,52.56,9.92,8.698,14.74,38.283,0.15095673,1.38387374,10.564648,-10.564648,11.765,0.69205882,12.29,281,87
2021,-93.175533,44.992647,2021-08-02,89,22.05,28.87,14.07,0,1.06,50.31,10.18,6.811,14.7,38.114,0.15677314,1.5478783,9.21983919,-9.2198392,12.47,0.73352941,14.8,281,88
2021,-93.175533,44.992647,2021-08-03,90,22.96,30.27,15.36,0,1.14,51.25,11.41,5.777,14.66,37.941,0.1683959,1.67827107,9.53390603,-9.533906,13.815,0.81264706,14.91,281,89
